Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/11 10:06:17	;
Operador: Touristcheck	;
Objetivo de estadísticas: C Saiz De Carlos	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
448783	;Aumentar por148.7%	;Disminuir por14.0%	;274829	;Aumentar por251.6%	;Disminuir por13.1%	;757	;Aumentar por169.4%	;Disminuir por52.1%	;3317	;Disminuir por8.1%	;Disminuir por26.9%	;8592	;Aumentar por253.6%	;Aumentar por10.8%	;13714	;Aumentar por188.8%	;Aumentar por16.2%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
262	;06/11 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
263	;06/11 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
264	;06/11 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
265	;06/12 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
266	;06/12 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	; --%	;
267	;06/12 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
268	;06/12 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
269	;06/12 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;3	; --%	; --%	;4	; --%	;Aumentar por300.0%	;
270	;06/12 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
271	;06/12 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;
272	;06/12 07:00 - 08:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;2	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
273	;06/12 08:00 - 09:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;2	;Aumentar por100.0%	;Disminuir por71.4%	;0	; --%	; --%	;1	; --%	; --%	;
274	;06/12 09:00 - 10:00	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;4	;Aumentar por33.3%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
275	;06/12 10:00 - 11:00	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;4	;Aumentar por100.0%	;Disminuir por20.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;
276	;06/12 11:00 - 12:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;5	;Aumentar por66.7%	;Aumentar por66.7%	;0	; --%	; --%	;1	; --%	; --%	;
277	;06/12 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;1	; --%	; --%	;7	;Aumentar por133.3%	;Aumentar por250.0%	;0	; --%	; --%	;0	; --%	; --%	;
278	;06/12 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por83.3%	;0	; --%	; --%	;0	; --%	; --%	;
279	;06/12 14:00 - 15:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
280	;06/12 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;4	;Aumentar por100.0%	;Aumentar por300.0%	;0	; --%	; --%	;0	; --%	; --%	;
281	;06/12 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;0	; --%	; --%	;0	; --%	; --%	;
282	;06/12 17:00 - 18:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
283	;06/12 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
284	;06/12 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
285	;06/12 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
286	;06/12 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
287	;06/12 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
288	;06/12 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
289	;06/13 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
290	;06/13 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
291	;06/13 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
292	;06/13 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;2	; --%	;Aumentar por100.0%	;
293	;06/13 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;62	; --%	;Aumentar por6100.0%	;63	; --%	;Aumentar por3050.0%	;
294	;06/13 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	; --%	;
295	;06/13 06:00 - 07:00	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
296	;06/13 07:00 - 08:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por75.0%	;Disminuir por75.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;
297	;06/13 08:00 - 09:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Disminuir por75.0%	;Disminuir por75.0%	;0	; --%	; --%	;0	; --%	; --%	;
298	;06/13 09:00 - 10:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;3	;Disminuir por25.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
299	;06/13 10:00 - 11:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por80.0%	;0	; --%	; --%	;0	; --%	; --%	;
300	;06/13 11:00 - 12:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por33.3%	;Sin cambios	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
301	;06/13 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;1	;Disminuir por50.0%	;Disminuir por80.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
302	;06/13 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
303	;06/13 14:00 - 15:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
304	;06/13 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	; --%	;
305	;06/13 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;2	;Disminuir por33.3%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
306	;06/13 17:00 - 18:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
307	;06/13 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
308	;06/13 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
309	;06/13 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
310	;06/13 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
311	;06/13 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
312	;06/13 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
313	;06/14 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
314	;06/14 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
315	;06/14 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;2	; --%	; --%	;
316	;06/14 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
317	;06/14 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Disminuir por50.0%	;
318	;06/14 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
319	;06/14 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
320	;06/14 07:00 - 08:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
321	;06/14 08:00 - 09:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
322	;06/14 09:00 - 10:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por60.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
323	;06/14 10:00 - 11:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;4	;Aumentar por33.3%	;Aumentar por33.3%	;0	; --%	; --%	;0	; --%	; --%	;
324	;06/14 11:00 - 12:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	;Disminuir por80.0%	;0	; --%	; --%	;0	; --%	; --%	;
325	;06/14 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por75.0%	;Disminuir por66.7%	;0	; --%	; --%	;0	; --%	; --%	;
326	;06/14 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por33.3%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
327	;06/14 14:00 - 15:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
328	;06/14 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por50.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
329	;06/14 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
330	;06/14 17:00 - 18:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
331	;06/14 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
332	;06/14 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
333	;06/14 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
334	;06/14 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
335	;06/14 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
336	;06/14 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
337	;06/15 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
338	;06/15 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
339	;06/15 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;
340	;06/15 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
341	;06/15 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;4	; --%	;Aumentar por300.0%	;3	; --%	;Aumentar por50.0%	;
342	;06/15 05:00 - 06:00	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
343	;06/15 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;
344	;06/15 07:00 - 08:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;2	; --%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
345	;06/15 08:00 - 09:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
346	;06/15 09:00 - 10:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;5	;Aumentar por25.0%	;Aumentar por400.0%	;0	; --%	; --%	;0	; --%	; --%	;
347	;06/15 10:00 - 11:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
348	;06/15 11:00 - 12:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;3	;Aumentar por200.0%	;Disminuir por25.0%	;0	; --%	; --%	;1	; --%	; --%	;
349	;06/15 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	;Disminuir por50.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
350	;06/15 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
351	;06/15 14:00 - 15:00	;0	; --%	; --%	;1	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
352	;06/15 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	;Aumentar por200.0%	; --%	;0	; --%	; --%	;1	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	; --%	;
353	;06/15 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
354	;06/15 17:00 - 18:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
355	;06/15 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
356	;06/15 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
357	;06/15 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
358	;06/15 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
359	;06/15 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
360	;06/15 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
361	;06/16 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
362	;06/16 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
363	;06/16 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
364	;06/16 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
365	;06/16 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
366	;06/16 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
367	;06/16 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
368	;06/16 07:00 - 08:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
369	;06/16 08:00 - 09:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	; --%	; --%	;0	; --%	; --%	;3	;Sin cambios	;Aumentar por50.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
